event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-02-01 00:00:00 UTC,view,100010426,2232732115290555244,apparel.shoes,,19.31,581521975,82d5664d-7980-43e1-ab27-a2f05e991760
2020-02-01 00:00:00 UTC,view,100071077,2232732079706079299,sport.bicycle,crown,11.88,596313635,3df590c0-e667-4f5a-aa87-f47749cd6408
2020-02-01 00:00:00 UTC,view,1004665,2232732093077520756,construction.tools.light,samsung,838.23,608821035,3e271f43-db51-46bd-b215-c2907ed1a204
2020-02-01 00:00:01 UTC,view,1002544,2232732093077520756,construction.tools.light,apple,410.42,530488542,21f46782-fb36-4d5c-82d4-6dc26ae93fad
2020-02-01 00:00:01 UTC,view,100010151,2053013563835941749,appliances.kitchen.refrigerators,pulser,332.03,583795643,eddfe0e2-12f8-4357-b453-00786c9b0319
2020-02-01 00:00:02 UTC,view,5000108,2232732102950912587,appliances.sewing_machine,janome,127.56,513854134,d2e0ec81-b785-48f8-9d7c-29214c5015ad
2020-02-01 00:00:02 UTC,view,6501012,2232732103462617687,apparel.shoes.slipons,asrock,46.02,514092189,fcf181e8-56b3-4749-8406-4e9cb4375e2d
2020-02-01 00:00:02 UTC,view,15100003,2232732107413652135,apparel.shorts,sv,874.93,588332465,7f5c4c88-4a05-4c62-954b-c9a0e1068301
2020-02-01 00:00:02 UTC,view,15100229,2232732107413652135,apparel.shorts,,887.02,594768603,4db2a707-8548-4f60-a6c0-14ea038ffef0
2020-02-01 00:00:02 UTC,view,1005115,2232732093077520756,construction.tools.light,apple,806.61,608822150,50d1339f-561e-41f9-944b-f3571af57b05
2020-02-01 00:00:03 UTC,view,15901490,2053013566142809077,construction.tools.generator,,46.33,518459407,c2a1a5e4-7bf2-4985-a726-11e135c9a533
2020-02-01 00:00:03 UTC,view,1004648,2232732093077520756,construction.tools.light,samsung,563.70,608821035,3e271f43-db51-46bd-b215-c2907ed1a204
2020-02-01 00:00:04 UTC,view,28717124,2232732097842250207,apparel.shoes.keds,respect,31.92,512437914,b9244c98-22a1-4c76-9f9f-dfcd11da592a
2020-02-01 00:00:04 UTC,view,1005284,2232732093077520756,construction.tools.light,samsung,2187.68,513239057,83c6453a-6415-4426-b587-cd94947bfeed
