event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-04-01 00:00:00 UTC,view,1201465,2232732101407408685,apparel.shoes.slipons,samsung,230.38,568984877,e2456cef-2d4f-42b9-a53a-8893cb0c6851
2020-04-01 00:00:01 UTC,view,1307156,2053013554658804075,electronics.audio.headphone,apple,1352.67,514955500,38f43134-de83-4710-ae0a-326677d292c6
2020-04-01 00:00:01 UTC,view,1480477,2053013563835941749,appliances.kitchen.refrigerators,apple,1184.05,633645770,16aba270-b3c2-4b23-be0a-b7c80bc9da9e
2020-04-01 00:00:02 UTC,view,1307050,2053013554658804075,electronics.audio.headphone,apple,1724.34,564933778,05b443bd-e68a-4d72-b971-80bd31109cb8
2020-04-01 00:00:03 UTC,view,9500109,2232732104175649385,apparel.scarf,defender,25.05,530206135,e3c1fb4b-0a7e-457d-a0cf-5d1479e9aafc
2020-04-01 00:00:03 UTC,view,100068493,2232732093077520756,construction.tools.light,samsung,319.41,635165435,861f2378-076f-4ddd-85e3-9844923d03a9
2020-04-01 00:00:04 UTC,view,8901579,2232732085150286011,computers.desktop,,25.46,527795927,2956848d-5695-4169-ab6d-e2d8ed057295
2020-04-01 00:00:05 UTC,view,1201295,2232732101407408685,apparel.shoes.slipons,apple,489.05,635165586,48d05455-e287-4c44-84f9-76621e02b612
2020-04-01 00:00:06 UTC,view,3601036,2232732092297380188,appliances.kitchen.washer,whirlpool,434.99,610738477,6b42dbd6-279e-4a2d-bc7c-00e43454cdd8
2020-04-01 00:00:07 UTC,view,100158887,2053013561587794682,electronics.clocks,,122.29,601154152,0f46540a-834f-4433-aacc-180768395c3b
2020-04-01 00:00:07 UTC,view,100077607,2232732101063475749,appliances.environment.vacuum,vitek,100.36,633281427,667a8535-221c-4169-aab4-a1972610f102
2020-04-01 00:00:08 UTC,view,1004409,2232732093077520756,construction.tools.light,doogee,64.09,513835455,c1ea0216-94d5-4504-b2d2-694f6799a4be
2020-04-01 00:00:08 UTC,view,4300443,2232732091483685190,,scoole,29.58,575438879,a53fe992-c9f6-413d-ab84-2bafc8ae054c
2020-04-01 00:00:09 UTC,view,9200640,2232732104343421549,apparel.scarf,defender,20.19,533896443,6a220235-f4d6-4987-a51e-8f315b3027fc
2020-04-01 00:00:09 UTC,view,1005105,2232732093077520756,construction.tools.light,apple,1358.72,548207294,b8d76fd4-7b71-4334-b92c-f30e1ba3171c
2020-04-01 00:00:09 UTC,view,1004727,2232732093077520756,construction.tools.light,sony,205.90,633455198,be0025af-4d14-4ca0-b509-5f19a0182237
2020-04-01 00:00:11 UTC,view,1307284,2053013554658804075,electronics.audio.headphone,hp,1376.87,567908086,b2ea0c25-1f3c-4293-bf7e-102e781e4626
2020-04-01 00:00:11 UTC,view,17301057,2232732098446229999,apparel.shoes.sandals,,31.18,543165860,7eaf3210-1d5e-4abc-8437-ae54960c3570
2020-04-01 00:00:11 UTC,view,15400066,2232732107774362287,,intex,84.43,533038120,79f54d4c-e75b-46c8-b753-1f213867bca6
2020-04-01 00:00:11 UTC,view,6000094,2232732103546503769,apparel.shoes,starline,127.42,514487953,cea7a5e7-af98-45b0-af3d-47d4ed3bd342
2020-04-01 00:00:12 UTC,view,12201517,2053013553325015316,appliances.kitchen.toster,giant,530.00,562284795,be63ff16-40e2-400f-a99b-f133e2b96805
2020-04-01 00:00:12 UTC,view,8700440,2232732089587859740,appliances.personal.hair_cutter,scarlett,15.42,596624959,d451b577-d553-4cba-aa42-572755c5e374
2020-04-01 00:00:12 UTC,view,100082935,2232732093077520756,construction.tools.light,htc,123.30,583042373,abf988da-c9c1-40fb-915d-5d2ef7e724a8
2020-04-01 00:00:12 UTC,view,1004653,2232732093077520756,construction.tools.light,samsung,579.17,568900107,49128641-7788-40b2-8013-fe8905197f4b
2020-04-01 00:00:13 UTC,view,100086235,2232732093077520756,construction.tools.light,samsung,103.73,628285813,58a8b0ab-51fa-4ea6-ba85-4e6efb807bea
2020-04-01 00:00:13 UTC,view,100015165,2053013558752445019,auto.accessories.compressor,,604.39,588922605,9c16c45d-b1ee-4fc4-8a40-b6433d4d5724
2020-04-01 00:00:14 UTC,view,30500022,2232732114929845090,apparel.shoes,hyundai,525.37,512576112,1d573a8f-7250-4f16-b2ad-342ca4440391
2020-04-01 00:00:14 UTC,view,4804056,2232732079706079299,sport.bicycle,apple,170.50,616593255,f774c12a-5cad-4fb2-b26b-a42d780ec66d
2020-04-01 00:00:14 UTC,view,1801503,2232732099754852875,appliances.personal.massager,xiaomi,203.09,629229484,c00a1636-dfc2-4e96-a6a3-7fd979e93789
2020-04-01 00:00:14 UTC,view,1005212,2232732093077520756,construction.tools.light,samsung,178.12,516506125,cdd4bce1-ff8c-49c3-92b3-0c7a209c8b24
2020-04-01 00:00:14 UTC,view,5100375,2232732103101907535,electronics.clocks,xiaomi,84.94,635164513,c40d1b96-90aa-4cee-b9aa-9475d9c4f17f
2020-04-01 00:00:15 UTC,view,22700202,2232732091643068746,,stels,171.18,515979190,5526811f-230a-4762-aaf2-ba97cb742a9b
2020-04-01 00:00:15 UTC,view,100079198,2232732106860003995,,dws,347.50,620580925,c33fde42-a5de-4a1f-9e1c-2ac7518a7d41
2020-04-01 00:00:15 UTC,view,100169361,2053013551932506308,construction.tools.drill,puma,133.59,519273186,8506d4f7-d1ad-4f3a-a07d-5df51f3c10e2
2020-04-01 00:00:15 UTC,view,4100184,2232732098228126185,apparel.shoes,sony,800.54,635165471,c6ce1b9b-19d1-429b-a7f4-3f72395c95b4
2020-04-01 00:00:17 UTC,view,8700440,2232732089587859740,appliances.personal.hair_cutter,scarlett,15.42,596624959,d451b577-d553-4cba-aa42-572755c5e374
2020-04-01 00:00:17 UTC,view,1005098,2232732093077520756,construction.tools.light,samsung,145.36,632871118,f5bfd32b-8fb0-45eb-a3d8-5f43d54bb4c2
2020-04-01 00:00:18 UTC,view,100178535,2232732101575180847,computers.components.cooler,now,37.45,578951037,c69b6fdc-17c7-4c1b-96c0-0fc24ae92a28
2020-04-01 00:00:18 UTC,view,100177859,2053013551932506308,construction.tools.drill,s.oliver,60.49,633281427,667a8535-221c-4169-aab4-a1972610f102
2020-04-01 00:00:18 UTC,view,18000639,2232732099436085763,construction.tools.welding,apple,56.60,635038438,db1d2ad7-b49c-49a1-83f7-c939b3091144
2020-04-01 00:00:19 UTC,cart,5100328,2232732103101907535,electronics.clocks,xiaomi,117.12,635164513,c40d1b96-90aa-4cee-b9aa-9475d9c4f17f
2020-04-01 00:00:19 UTC,view,4500301,2232732102749585991,appliances.kitchen.hob,gefest,119.95,515185960,3c715011-744a-4031-9266-1a4a37994ec9
2020-04-01 00:00:19 UTC,view,17302960,2232732098446229999,apparel.shoes.sandals,dior,145.15,518083481,38c08bc4-399c-4389-bf15-f81b09417ced
2020-04-01 00:00:19 UTC,view,100110417,2053013562292437791,medicine.tools.tonometer,,64.35,515385851,ebe47ccd-6bdb-4208-b38a-b66917098023
2020-04-01 00:00:19 UTC,view,5100328,2232732103101907535,electronics.clocks,xiaomi,117.12,635164513,c40d1b96-90aa-4cee-b9aa-9475d9c4f17f
2020-04-01 00:00:19 UTC,view,13200853,2232732061804790604,furniture.bedroom.bed,,354.96,635166340,f94c2c0d-abee-4a9b-ad1b-47b85b57c036
2020-04-01 00:00:20 UTC,view,1801882,2232732099754852875,appliances.personal.massager,samsung,447.86,513771278,ac4ce2d9-efb6-4054-91fd-2eed393f0b14
2020-04-01 00:00:20 UTC,view,1480474,2053013563835941749,appliances.kitchen.refrigerators,apple,2058.97,633645770,16aba270-b3c2-4b23-be0a-b7c80bc9da9e
2020-04-01 00:00:21 UTC,view,1004757,2232732093077520756,construction.tools.light,meizu,76.71,533881977,d231d5f7-b760-4682-b425-7e33d844ec07
2020-04-01 00:00:21 UTC,view,1004977,2232732093077520756,construction.tools.light,samsung,643.23,632499821,58865914-82de-43ce-8cd8-0250bdf2ec26
2020-04-01 00:00:22 UTC,view,100135994,2053013554658804075,electronics.audio.headphone,dell,1415.48,567908086,b2ea0c25-1f3c-4293-bf7e-102e781e4626
2020-04-01 00:00:22 UTC,view,5100328,2232732103101907535,electronics.clocks,xiaomi,117.12,635164513,c40d1b96-90aa-4cee-b9aa-9475d9c4f17f
2020-04-01 00:00:23 UTC,cart,100177859,2053013551932506308,construction.tools.drill,s.oliver,60.49,633281427,667a8535-221c-4169-aab4-a1972610f102
2020-04-01 00:00:23 UTC,cart,22700202,2232732091643068746,,stels,171.18,515979190,5526811f-230a-4762-aaf2-ba97cb742a9b
2020-04-01 00:00:23 UTC,view,5301435,2232732089269092627,,panasonic,43.48,513547824,2f09be51-e5a6-406d-95dd-9bb39f212497
2020-04-01 00:00:23 UTC,view,100056546,2053013553325015316,appliances.kitchen.toster,forward,124.84,617271889,dba9522c-18f2-428a-8f10-7c1b29f53991
2020-04-01 00:00:24 UTC,view,100048835,2232732107774362287,,intex,96.53,533038120,79f54d4c-e75b-46c8-b753-1f213867bca6
2020-04-01 00:00:24 UTC,view,8700121,2232732089587859740,appliances.personal.hair_cutter,maxwell,15.42,596624959,d451b577-d553-4cba-aa42-572755c5e374
2020-04-01 00:00:24 UTC,view,4501866,2232732102749585991,appliances.kitchen.hob,danke,110.32,514513442,2243454a-a856-4b08-b221-8c407bdecb95
2020-04-01 00:00:25 UTC,cart,5100328,2232732103101907535,electronics.clocks,xiaomi,117.12,635164513,c40d1b96-90aa-4cee-b9aa-9475d9c4f17f
2020-04-01 00:00:26 UTC,view,2500566,2232732092565815652,appliances.kitchen.oven,asel,80.27,568158974,1e74dbd4-cc34-46cf-900c-b41128f77d5c
2020-04-01 00:00:26 UTC,view,1004903,2232732093077520756,construction.tools.light,huawei,115.29,604164143,3040a90d-1f9f-4205-9365-b8af04ee43ba
2020-04-01 00:00:27 UTC,view,18001668,2232732099436085763,construction.tools.welding,deppa,7.70,619309567,9cdc3daa-ca74-4ed7-b0d9-bef9c4e88d35
2020-04-01 00:00:27 UTC,view,12202300,2053013553325015316,appliances.kitchen.toster,phoenix,231.64,619671839,bb173ae7-5475-477f-9eb9-d20050f27727
2020-04-01 00:00:27 UTC,view,100095085,2053013553165631753,kids.toys,defacto,5.89,627295078,08a8ad8d-a2ce-40de-b826-9f2115c2db98
2020-04-01 00:00:27 UTC,view,1004653,2232732093077520756,construction.tools.light,samsung,579.17,568900107,49128641-7788-40b2-8013-fe8905197f4b
2020-04-01 00:00:27 UTC,view,1005160,2232732093077520756,construction.tools.light,xiaomi,192.28,516506125,cdd4bce1-ff8c-49c3-92b3-0c7a209c8b24
2020-04-01 00:00:28 UTC,view,100163599,2053013554658804075,electronics.audio.headphone,dell,2032.23,567908086,b2ea0c25-1f3c-4293-bf7e-102e781e4626
2020-04-01 00:00:28 UTC,view,5100328,2232732103101907535,electronics.clocks,xiaomi,117.12,635164513,c40d1b96-90aa-4cee-b9aa-9475d9c4f17f
2020-04-01 00:00:29 UTC,view,17301124,2232732098446229999,apparel.shoes.sandals,dior,99.10,518083481,38c08bc4-399c-4389-bf15-f81b09417ced
2020-04-01 00:00:30 UTC,cart,5100328,2232732103101907535,electronics.clocks,xiaomi,117.12,635164513,c40d1b96-90aa-4cee-b9aa-9475d9c4f17f
